,title,url,clean_title
616,Jaws,https://www.imsdb.com/scripts/Jaws.html,Jaws
617,Jaws-2,https://www.imsdb.com/scripts/Jaws-2.html,Jaws 2
618,Jay-and-Silent-Bob-Strike-Back,https://www.imsdb.com/scripts/Jay-and-Silent-Bob-Strike-Back.html,Jay and Silent Bob Strike Back
619,Jennifer-Eight,https://www.imsdb.com/scripts/Jennifer-Eight.html,Jennifer Eight
620,Jennifer's-Body,https://www.imsdb.com/scripts/Jennifer's-Body.html,Jennifer's Body
621,Jerry-Maguire,https://www.imsdb.com/scripts/Jerry-Maguire.html,Jerry Maguire
622,Jeux-Interdits,https://www.imsdb.com/scripts/Jeux-Interdits.html,Jeux Interdits
623,JFK,https://www.imsdb.com/scripts/JFK.html,JFK
624,Jimmy-and-Judy,https://www.imsdb.com/scripts/Jimmy-and-Judy.html,Jimmy and Judy
625,John-Q,https://www.imsdb.com/scripts/John-Q.html,John Q
626,John-Wick,https://www.imsdb.com/scripts/John-Wick.html,John Wick
627,Joker,https://www.imsdb.com/scripts/Joker.html,Joker
628,Judge-Dredd,https://www.imsdb.com/scripts/Judge-Dredd.html,Judge Dredd
629,Juno,https://www.imsdb.com/scripts/Juno.html,Juno
630,Jurassic-Park,https://www.imsdb.com/scripts/Jurassic-Park.html,Jurassic Park
632,Jurassic-Park-The-Lost-World,https://www.imsdb.com/scripts/Jurassic-Park-The-Lost-World.html,Jurassic Park: The Lost World
633,Kafka,https://www.imsdb.com/scripts/Kafka.html,Kafka
634,Kalifornia,https://www.imsdb.com/scripts/Kalifornia.html,Kalifornia
636,Kids,https://www.imsdb.com/scripts/Kids.html,Kids
637,"Kids-Are-All-Right,-The","https://www.imsdb.com/scripts/Kids-Are-All-Right,-The.html","Kids Are All Right, The"
639,Kill-Your-Darlings,https://www.imsdb.com/scripts/Kill-Your-Darlings.html,Kill Your Darlings
640,Killing-Zoe,https://www.imsdb.com/scripts/Killing-Zoe.html,Killing Zoe
641,King-Kong,https://www.imsdb.com/scripts/King-Kong.html,King Kong
642,"King-of-Comedy,-The","https://www.imsdb.com/scripts/King-of-Comedy,-The.html","King of Comedy, The"
643,"King's-Speech,-The","https://www.imsdb.com/scripts/King's-Speech,-The.html","King's Speech, The"
644,"Kingdom,-The","https://www.imsdb.com/scripts/Kingdom,-The.html","Kingdom, The"
646,Klute,https://www.imsdb.com/scripts/Klute.html,Klute
647,Knocked-Up,https://www.imsdb.com/scripts/Knocked-Up.html,Knocked Up
648,Kramer-vs-Kramer,https://www.imsdb.com/scripts/Kramer-vs-Kramer.html,Kramer vs Kramer
649,Kundun,https://www.imsdb.com/scripts/Kundun.html,Kundun
650,Kung-Fu-Panda,https://www.imsdb.com/scripts/Kung-Fu-Panda.html,Kung Fu Panda
651,L.A.-Confidential,https://www.imsdb.com/scripts/L.A.-Confidential.html,L.A. Confidential
652,La-La-Land,https://www.imsdb.com/scripts/La-La-Land.html,La La Land
653,Labor-of-Love,https://www.imsdb.com/scripts/Labor-of-Love.html,Labor of Love
654,Labyrinth,https://www.imsdb.com/scripts/Labyrinth.html,Labyrinth
655,"Ladykillers,-The","https://www.imsdb.com/scripts/Ladykillers,-The.html","Ladykillers, The"
656,Lake-Placid,https://www.imsdb.com/scripts/Lake-Placid.html,Lake Placid
657,Land-of-the-Dead,https://www.imsdb.com/scripts/Land-of-the-Dead.html,Land of the Dead
658,Larry-Crowne,https://www.imsdb.com/scripts/Larry-Crowne.html,Larry Crowne
659,"Last-Boy-Scout,-The","https://www.imsdb.com/scripts/Last-Boy-Scout,-The.html","Last Boy Scout, The"
660,Last-Chance-Harvey,https://www.imsdb.com/scripts/Last-Chance-Harvey.html,Last Chance Harvey
661,"Last-Flight,-The","https://www.imsdb.com/scripts/Last-Flight,-The.html","Last Flight, The"
662,"Last-of-the-Mohicans,-The","https://www.imsdb.com/scripts/Last-of-the-Mohicans,-The.html","Last of the Mohicans, The"
663,"Last-Samurai,-The","https://www.imsdb.com/scripts/Last-Samurai,-The.html","Last Samurai, The"
664,"Last-Station,-The","https://www.imsdb.com/scripts/Last-Station,-The.html","Last Station, The"
665,Last-Tango-in-Paris,https://www.imsdb.com/scripts/Last-Tango-in-Paris.html,Last Tango in Paris
666,Law-Abiding-Citizen,https://www.imsdb.com/scripts/Law-Abiding-Citizen.html,Law Abiding Citizen
667,Le-Diable-par-la-Queue,https://www.imsdb.com/scripts/Le-Diable-par-la-Queue.html,Le Diable par la Queue
669,Legally-Blonde,https://www.imsdb.com/scripts/Legally-Blonde.html,Legally Blonde
670,Legend,https://www.imsdb.com/scripts/Legend.html,Legend
671,Legion,https://www.imsdb.com/scripts/Legion.html,Legion
672,"LEGO-Movie,-The","https://www.imsdb.com/scripts/LEGO-Movie,-The.html","LEGO Movie, The"
673,Les-Miserables,https://www.imsdb.com/scripts/Les-Miserables.html,Les Miserables
674,Les-Tontons-Flingueurs,https://www.imsdb.com/scripts/Les-Tontons-Flingueurs.html,Les Tontons Flingueurs
677,Leviathan,https://www.imsdb.com/scripts/Leviathan.html,Leviathan
678,Liar-Liar,https://www.imsdb.com/scripts/Liar-Liar.html,Liar Liar
679,Life,https://www.imsdb.com/scripts/Life.html,Life
680,Life-As-A-House,https://www.imsdb.com/scripts/Life-As-A-House.html,Life As A House
681,"Life-of-David-Gale,-The","https://www.imsdb.com/scripts/Life-of-David-Gale,-The.html","Life of David Gale, The"
682,Life-of-Pi,https://www.imsdb.com/scripts/Life-of-Pi.html,Life of Pi
683,Light-Sleeper,https://www.imsdb.com/scripts/Light-Sleeper.html,Light Sleeper
684,"Limey,-The","https://www.imsdb.com/scripts/Limey,-The.html","Limey, The"
685,Limitless,https://www.imsdb.com/scripts/Limitless.html,Limitless
686,Lincoln,https://www.imsdb.com/scripts/Lincoln.html,Lincoln
687,"Lincoln-Lawyer,-The","https://www.imsdb.com/scripts/Lincoln-Lawyer,-The.html","Lincoln Lawyer, The"
689,Little-Athens,https://www.imsdb.com/scripts/Little-Athens.html,Little Athens
690,Little-Men,https://www.imsdb.com/scripts/Little-Men.html,Little Men
691,"Little-Mermaid,-The","https://www.imsdb.com/scripts/Little-Mermaid,-The.html","Little Mermaid, The"
692,Little-Nicky,https://www.imsdb.com/scripts/Little-Nicky.html,Little Nicky
693,Living-in-Oblivion,https://www.imsdb.com/scripts/Living-in-Oblivion.html,Living in Oblivion
694,"Lock,-Stock-and-Two-Smoking-Barrels","https://www.imsdb.com/scripts/Lock,-Stock-and-Two-Smoking-Barrels.html","Lock, Stock and Two Smoking Barrels"
695,Logan,https://www.imsdb.com/scripts/Logan.html,Logan
696,Logan's-Run,https://www.imsdb.com/scripts/Logan's-Run.html,Logan's Run
697,Lone-Star,https://www.imsdb.com/scripts/Lone-Star.html,Lone Star
698,"Long-Kiss-Goodnight,-The","https://www.imsdb.com/scripts/Long-Kiss-Goodnight,-The.html","Long Kiss Goodnight, The"
699,Looper,https://www.imsdb.com/scripts/Looper.html,Looper
700,Lord-of-Illusions,https://www.imsdb.com/scripts/Lord-of-Illusions.html,Lord of Illusions
701,"Lord-of-the-Rings-Fellowship-of-the-Ring,-The","https://www.imsdb.com/scripts/Lord-of-the-Rings-Fellowship-of-the-Ring,-The.html","Lord of the Rings: Fellowship of the Ring, The"
702,Lord-of-the-Rings-Return-of-the-King,https://www.imsdb.com/scripts/Lord-of-the-Rings-Return-of-the-King.html,Lord of the Rings: Return of the King
703,Lord-of-the-Rings-The-Two-Towers,https://www.imsdb.com/scripts/Lord-of-the-Rings-The-Two-Towers.html,Lord of the Rings: The Two Towers
704,Lord-of-War,https://www.imsdb.com/scripts/Lord-of-War.html,Lord of War
705,"Losers,-The","https://www.imsdb.com/scripts/Losers,-The.html","Losers, The"
706,Lost-Highway,https://www.imsdb.com/scripts/Lost-Highway.html,Lost Highway
707,Lost-Horizon,https://www.imsdb.com/scripts/Lost-Horizon.html,Lost Horizon
708,Lost-in-Space,https://www.imsdb.com/scripts/Lost-in-Space.html,Lost in Space
709,Lost-in-Translation,https://www.imsdb.com/scripts/Lost-in-Translation.html,Lost in Translation
710,Love-and-Basketball,https://www.imsdb.com/scripts/Love-and-Basketball.html,Love and Basketball
711,Machete,https://www.imsdb.com/scripts/Machete.html,Machete
712,Machine-Gun-Preacher,https://www.imsdb.com/scripts/Machine-Gun-Preacher.html,Machine Gun Preacher
713,Mad-Max-2-The-Road-Warrior,https://www.imsdb.com/scripts/Mad-Max-2-The-Road-Warrior.html,Mad Max 2: The Road Warrior
714,Made,https://www.imsdb.com/scripts/Made.html,Made
715,Magnolia,https://www.imsdb.com/scripts/Magnolia.html,Magnolia
716,"Majestic,-The-(The-Bijou)","https://www.imsdb.com/scripts/Majestic,-The-(The-Bijou).html","Majestic, The (The Bijou)"
717,Major-League,https://www.imsdb.com/scripts/Major-League.html,Major League
718,Malcolm-X,https://www.imsdb.com/scripts/Malcolm-X.html,Malcolm X
719,Malibu's-Most-Wanted,https://www.imsdb.com/scripts/Malibu's-Most-Wanted.html,Malibu's Most Wanted
720,Man-in-the-Iron-Mask,https://www.imsdb.com/scripts/Man-in-the-Iron-Mask.html,Man in the Iron Mask
721,Man-On-Fire,https://www.imsdb.com/scripts/Man-On-Fire.html,Man On Fire
722,Man-on-the-Moon,https://www.imsdb.com/scripts/Man-on-the-Moon.html,Man on the Moon
723,Man-Trouble,https://www.imsdb.com/scripts/Man-Trouble.html,Man Trouble
724,"Man-Who-Knew-Too-Much,-The","https://www.imsdb.com/scripts/Man-Who-Knew-Too-Much,-The.html","Man Who Knew Too Much, The"
725,"Man-Who-Wasn't-There,-The","https://www.imsdb.com/scripts/Man-Who-Wasn't-There,-The.html","Man Who Wasn't There, The"
726,"Manchurian-Candidate,-The","https://www.imsdb.com/scripts/Manchurian-Candidate,-The.html","Manchurian Candidate, The"
727,Manhattan-Murder-Mystery,https://www.imsdb.com/scripts/Manhattan-Murder-Mystery.html,Manhattan Murder Mystery
728,Manhunter,https://www.imsdb.com/scripts/Manhunter.html,Manhunter
729,Margaret,https://www.imsdb.com/scripts/Margaret.html,Margaret
730,Margin-Call,https://www.imsdb.com/scripts/Margin-Call.html,Margin Call
731,Margot-at-the-Wedding,https://www.imsdb.com/scripts/Margot-at-the-Wedding.html,Margot at the Wedding
732,"Mariachi,-El","https://www.imsdb.com/scripts/Mariachi,-El.html","Mariachi, El"
734,Martha-Marcy-May-Marlene,https://www.imsdb.com/scripts/Martha-Marcy-May-Marlene.html,Martha Marcy May Marlene
735,"Martian,-The","https://www.imsdb.com/scripts/Martian,-The.html","Martian, The"
736,Marty,https://www.imsdb.com/scripts/Marty.html,Marty
737,Mary-Poppins,https://www.imsdb.com/scripts/Mary-Poppins.html,Mary Poppins
738,"Mask,-The","https://www.imsdb.com/scripts/Mask,-The.html","Mask, The"
739,Master-and-Commander,https://www.imsdb.com/scripts/Master-and-Commander.html,Master and Commander
740,"Master,-The","https://www.imsdb.com/scripts/Master,-The.html","Master, The"
742,"Matrix-Reloaded,-The","https://www.imsdb.com/scripts/Matrix-Reloaded,-The.html","Matrix Reloaded, The"
743,"Matrix,-The","https://www.imsdb.com/scripts/Matrix,-The.html","Matrix, The"
744,Max-Payne,https://www.imsdb.com/scripts/Max-Payne.html,Max Payne
745,Mean-Streets,https://www.imsdb.com/scripts/Mean-Streets.html,Mean Streets
746,"Mechanic,-The","https://www.imsdb.com/scripts/Mechanic,-The.html","Mechanic, The"
747,Meet-Joe-Black,https://www.imsdb.com/scripts/Meet-Joe-Black.html,Meet Joe Black
748,Meet-John-Doe,https://www.imsdb.com/scripts/Meet-John-Doe.html,Meet John Doe
749,Megamind,https://www.imsdb.com/scripts/Megamind.html,Megamind
750,Memento,https://www.imsdb.com/scripts/Memento.html,Memento
751,Men-in-Black,https://www.imsdb.com/scripts/Men-in-Black.html,Men in Black
752,Men-in-Black-3,https://www.imsdb.com/scripts/Men-in-Black-3.html,Men in Black 3
753,"Men-Who-Stare-at-Goats,-The","https://www.imsdb.com/scripts/Men-Who-Stare-at-Goats,-The.html","Men Who Stare at Goats, The"
754,Metro,https://www.imsdb.com/scripts/Metro.html,Metro
755,Miami-Vice,https://www.imsdb.com/scripts/Miami-Vice.html,Miami Vice
756,Midnight-Cowboy,https://www.imsdb.com/scripts/Midnight-Cowboy.html,Midnight Cowboy
757,Midnight-Express,https://www.imsdb.com/scripts/Midnight-Express.html,Midnight Express
758,Midnight-in-Paris,https://www.imsdb.com/scripts/Midnight-in-Paris.html,Midnight in Paris
759,Mighty-Joe-Young,https://www.imsdb.com/scripts/Mighty-Joe-Young.html,Mighty Joe Young
760,Mighty-Morphin-Power-Rangers-The-Movie,https://www.imsdb.com/scripts/Mighty-Morphin-Power-Rangers-The-Movie.html,Mighty Morphin Power Rangers: The Movie
761,Milk,https://www.imsdb.com/scripts/Milk.html,Milk
762,Miller's-Crossing,https://www.imsdb.com/scripts/Miller's-Crossing.html,Miller's Crossing
763,Mimic,https://www.imsdb.com/scripts/Mimic.html,Mimic
764,Mini's-First-Time,https://www.imsdb.com/scripts/Mini's-First-Time.html,Mini's First Time
765,Minority-Report,https://www.imsdb.com/scripts/Minority-Report.html,Minority Report
766,"Miracle-Worker,-The","https://www.imsdb.com/scripts/Miracle-Worker,-The.html","Miracle Worker, The"
767,Mirrors,https://www.imsdb.com/scripts/Mirrors.html,Mirrors
768,Misery,https://www.imsdb.com/scripts/Misery.html,Misery
769,Mission-Impossible,https://www.imsdb.com/scripts/Mission-Impossible.html,Mission Impossible
770,Mission-Impossible-II,https://www.imsdb.com/scripts/Mission-Impossible-II.html,Mission Impossible II
771,Mission-to-Mars,https://www.imsdb.com/scripts/Mission-to-Mars.html,Mission to Mars
772,Moneyball,https://www.imsdb.com/scripts/Moneyball.html,Moneyball
773,Monkeybone,https://www.imsdb.com/scripts/Monkeybone.html,Monkeybone
775,Monte-Carlo,https://www.imsdb.com/scripts/Monte-Carlo.html,Monte Carlo
776,Moon,https://www.imsdb.com/scripts/Moon.html,Moon
777,Moonrise-Kingdom,https://www.imsdb.com/scripts/Moonrise-Kingdom.html,Moonrise Kingdom
778,Moonstruck,https://www.imsdb.com/scripts/Moonstruck.html,Moonstruck
779,Mr-Blandings-Builds-His-Dream-House,https://www.imsdb.com/scripts/Mr-Blandings-Builds-His-Dream-House.html,Mr Blandings Builds His Dream House
780,Mr-Brooks,https://www.imsdb.com/scripts/Mr-Brooks.html,Mr Brooks
781,Mr-Deeds-Goes-to-Town,https://www.imsdb.com/scripts/Mr-Deeds-Goes-to-Town.html,Mr Deeds Goes to Town
783,Mrs.-Brown,https://www.imsdb.com/scripts/Mrs.-Brown.html,Mrs. Brown
784,Mud,https://www.imsdb.com/scripts/Mud.html,Mud
785,Mulan,https://www.imsdb.com/scripts/Mulan.html,Mulan
786,Mulholland-Drive,https://www.imsdb.com/scripts/Mulholland-Drive.html,Mulholland Drive
787,Mumford,https://www.imsdb.com/scripts/Mumford.html,Mumford
788,"Mummy,-The","https://www.imsdb.com/scripts/Mummy,-The.html","Mummy, The"
789,Music-of-the-Heart,https://www.imsdb.com/scripts/Music-of-the-Heart.html,Music of the Heart
790,Mute-Witness,https://www.imsdb.com/scripts/Mute-Witness.html,Mute Witness
791,My-Best-Friend's-Wedding,https://www.imsdb.com/scripts/My-Best-Friend's-Wedding.html,My Best Friend's Wedding
792,My-Girl,https://www.imsdb.com/scripts/My-Girl.html,My Girl
793,My-Mother-Dreams-the-Satan's-Disciples-in-New-York,https://www.imsdb.com/scripts/My-Mother-Dreams-the-Satan's-Disciples-in-New-York.html,My Mother Dreams the Satan's Disciples in New York
794,My-Week-with-Marilyn,https://www.imsdb.com/scripts/My-Week-with-Marilyn.html,My Week with Marilyn
797,Nashville,https://www.imsdb.com/scripts/Nashville.html,Nashville
798,Natural-Born-Killers,https://www.imsdb.com/scripts/Natural-Born-Killers.html,Natural Born Killers
799,Never-Been-Kissed,https://www.imsdb.com/scripts/Never-Been-Kissed.html,Never Been Kissed
801,New-York-Minute,https://www.imsdb.com/scripts/New-York-Minute.html,New York Minute
802,Newsies,https://www.imsdb.com/scripts/Newsies.html,Newsies
803,Next,https://www.imsdb.com/scripts/Next.html,Next
804,Next-Friday,https://www.imsdb.com/scripts/Next-Friday.html,Next Friday
805,"Next-Three-Days,-The","https://www.imsdb.com/scripts/Next-Three-Days,-The.html","Next Three Days, The"
806,Ni-vu-ni-connu,https://www.imsdb.com/scripts/Ni-vu-ni-connu.html,Ni vu ni connu
807,Nick-of-Time,https://www.imsdb.com/scripts/Nick-of-Time.html,Nick of Time
808,Night-Time-(The-Poltergeist-Treatment),https://www.imsdb.com/scripts/Night-Time-(The-Poltergeist-Treatment).html,Night Time (The Poltergeist Treatment)
809,Nightbreed,https://www.imsdb.com/scripts/Nightbreed.html,Nightbreed
810,"Nightmare-Before-Christmas,-The","https://www.imsdb.com/scripts/Nightmare-Before-Christmas,-The.html","Nightmare Before Christmas, The"
812,"Nightmare-on-Elm-Street,-A","https://www.imsdb.com/scripts/Nightmare-on-Elm-Street,-A.html","Nightmare on Elm Street, A"
813,Nightmare-on-Elm-Street-The-Final-Chapter,https://www.imsdb.com/scripts/Nightmare-on-Elm-Street-The-Final-Chapter.html,Nightmare on Elm Street: The Final Chapter
814,Nine,https://www.imsdb.com/scripts/Nine.html,Nine
815,"Nines,-The","https://www.imsdb.com/scripts/Nines,-The.html","Nines, The"
816,Ninja-Assassin,https://www.imsdb.com/scripts/Ninja-Assassin.html,Ninja Assassin
817,Ninotchka,https://www.imsdb.com/scripts/Ninotchka.html,Ninotchka
818,"Ninth-Gate,-The","https://www.imsdb.com/scripts/Ninth-Gate,-The.html","Ninth Gate, The"
819,No-Country-for-Old-Men,https://www.imsdb.com/scripts/No-Country-for-Old-Men.html,No Country for Old Men
820,No-Strings-Attached,https://www.imsdb.com/scripts/No-Strings-Attached.html,No Strings Attached
821,Notting-Hill,https://www.imsdb.com/scripts/Notting-Hill.html,Notting Hill
824,Oblivion,https://www.imsdb.com/scripts/Oblivion.html,Oblivion
825,Observe-and-Report,https://www.imsdb.com/scripts/Observe-and-Report.html,Observe and Report
826,Obsessed,https://www.imsdb.com/scripts/Obsessed.html,Obsessed
827,Ocean's-Eleven,https://www.imsdb.com/scripts/Ocean's-Eleven.html,Ocean's Eleven
828,Ocean's-Twelve,https://www.imsdb.com/scripts/Ocean's-Twelve.html,Ocean's Twelve
829,Office-Space,https://www.imsdb.com/scripts/Office-Space.html,Office Space
832,One-Flew-Over-the-Cuckoo's-Nest,https://www.imsdb.com/scripts/One-Flew-Over-the-Cuckoo's-Nest.html,One Flew Over the Cuckoo's Nest
833,Only-God-Forgives,https://www.imsdb.com/scripts/Only-God-Forgives.html,Only God Forgives
834,Ordinary-People,https://www.imsdb.com/scripts/Ordinary-People.html,Ordinary People
835,Orgy-of-the-Dead,https://www.imsdb.com/scripts/Orgy-of-the-Dead.html,Orgy of the Dead
836,Orphan,https://www.imsdb.com/scripts/Orphan.html,Orphan
837,"Other-Boleyn-Girl,-The","https://www.imsdb.com/scripts/Other-Boleyn-Girl,-The.html","Other Boleyn Girl, The"
838,Out-of-Sight,https://www.imsdb.com/scripts/Out-of-Sight.html,Out of Sight
840,"Pacifier,-The","https://www.imsdb.com/scripts/Pacifier,-The.html","Pacifier, The"
841,Pandorum,https://www.imsdb.com/scripts/Pandorum.html,Pandorum
842,Panic-Room,https://www.imsdb.com/scripts/Panic-Room.html,Panic Room
844,ParaNorman,https://www.imsdb.com/scripts/ParaNorman.html,ParaNorman
845,Pariah,https://www.imsdb.com/scripts/Pariah.html,Pariah
846,Passengers,https://www.imsdb.com/scripts/Passengers.html,Passengers
847,"Passion-of-Joan-of-Arc,-The","https://www.imsdb.com/scripts/Passion-of-Joan-of-Arc,-The.html","Passion of Joan of Arc, The"
848,"Patriot,-The","https://www.imsdb.com/scripts/Patriot,-The.html","Patriot, The"
849,Paul,https://www.imsdb.com/scripts/Paul.html,Paul
851,Peeping-Tom,https://www.imsdb.com/scripts/Peeping-Tom.html,Peeping Tom
853,Perfect-Creature,https://www.imsdb.com/scripts/Perfect-Creature.html,Perfect Creature
854,"Perfect-World,-A","https://www.imsdb.com/scripts/Perfect-World,-A.html","Perfect World, A"
855,"Perks-of-Being-a-Wallflower,-The","https://www.imsdb.com/scripts/Perks-of-Being-a-Wallflower,-The.html","Perks of Being a Wallflower, The"
856,Pet-Sematary,https://www.imsdb.com/scripts/Pet-Sematary.html,Pet Sematary
857,Pet-Sematary-II,https://www.imsdb.com/scripts/Pet-Sematary-II.html,Pet Sematary II
858,Petulia,https://www.imsdb.com/scripts/Petulia.html,Petulia
859,Philadelphia,https://www.imsdb.com/scripts/Philadelphia.html,Philadelphia
860,Phone-Booth,https://www.imsdb.com/scripts/Phone-Booth.html,Phone Booth
861,Pi,https://www.imsdb.com/scripts/Pi.html,Pi
862,"Pianist,-The","https://www.imsdb.com/scripts/Pianist,-The.html","Pianist, The"
863,"Piano,-The","https://www.imsdb.com/scripts/Piano,-The.html","Piano, The"
864,Pineapple-Express,https://www.imsdb.com/scripts/Pineapple-Express.html,Pineapple Express
865,Pirates-of-the-Caribbean,https://www.imsdb.com/scripts/Pirates-of-the-Caribbean.html,Pirates of the Caribbean
866,Pirates-of-the-Caribbean-Dead-Man's-Chest,https://www.imsdb.com/scripts/Pirates-of-the-Caribbean-Dead-Man's-Chest.html,Pirates of the Caribbean: Dead Man's Chest
867,Pitch-Black,https://www.imsdb.com/scripts/Pitch-Black.html,Pitch Black
868,"Planet-of-the-Apes,-The","https://www.imsdb.com/scripts/Planet-of-the-Apes,-The.html","Planet of the Apes, The"
869,Platinum-Blonde,https://www.imsdb.com/scripts/Platinum-Blonde.html,Platinum Blonde
870,Platoon,https://www.imsdb.com/scripts/Platoon.html,Platoon
871,Pleasantville,https://www.imsdb.com/scripts/Pleasantville.html,Pleasantville
872,Point-Break,https://www.imsdb.com/scripts/Point-Break.html,Point Break
873,Pokemon-Mewtwo-Returns,https://www.imsdb.com/scripts/Pokemon-Mewtwo-Returns.html,Pokemon: Mewtwo Returns
874,"Postman,-The","https://www.imsdb.com/scripts/Postman,-The.html","Postman, The"
875,"Power-of-One,-The","https://www.imsdb.com/scripts/Power-of-One,-The.html","Power of One, The"
876,Precious,https://www.imsdb.com/scripts/Precious.html,Precious
877,Predator,https://www.imsdb.com/scripts/Predator.html,Predator
878,"Prestige,-The","https://www.imsdb.com/scripts/Prestige,-The.html","Prestige, The"
879,Pretty-Woman,https://www.imsdb.com/scripts/Pretty-Woman.html,Pretty Woman
880,Pretty-Woman-(final-script),https://www.imsdb.com/scripts/Pretty-Woman-(final-script).html,Pretty Woman (final script)
881,Pride-and-Prejudice,https://www.imsdb.com/scripts/Pride-and-Prejudice.html,Pride and Prejudice
882,Priest,https://www.imsdb.com/scripts/Priest.html,Priest
883,"Princess-Bride,-The","https://www.imsdb.com/scripts/Princess-Bride,-The.html","Princess Bride, The"
884,"Private-Life-of-Sherlock-Holmes,-The","https://www.imsdb.com/scripts/Private-Life-of-Sherlock-Holmes,-The.html","Private Life of Sherlock Holmes, The"
885,"Producer,-The","https://www.imsdb.com/scripts/Producer,-The.html","Producer, The"
886,"Program,-The","https://www.imsdb.com/scripts/Program,-The.html","Program, The"
887,Prom-Night,https://www.imsdb.com/scripts/Prom-Night.html,Prom Night
888,Prometheus,https://www.imsdb.com/scripts/Prometheus.html,Prometheus
889,"Prophecy,-The","https://www.imsdb.com/scripts/Prophecy,-The.html","Prophecy, The"
890,"Proposal,-The","https://www.imsdb.com/scripts/Proposal,-The.html","Proposal, The"
891,Psycho,https://www.imsdb.com/scripts/Psycho.html,Psycho
892,Public-Enemies,https://www.imsdb.com/scripts/Public-Enemies.html,Public Enemies
893,Pulp-Fiction,https://www.imsdb.com/scripts/Pulp-Fiction.html,Pulp Fiction
895,Purple-Rain,https://www.imsdb.com/scripts/Purple-Rain.html,Purple Rain
896,Quantum-Project,https://www.imsdb.com/scripts/Quantum-Project.html,Quantum Project
897,Queen-of-the-Damned,https://www.imsdb.com/scripts/Queen-of-the-Damned.html,Queen of the Damned
898,"Queen,-The","https://www.imsdb.com/scripts/Queen,-The.html","Queen, The"
899,Rachel-Getting-Married,https://www.imsdb.com/scripts/Rachel-Getting-Married.html,Rachel Getting Married
900,Raging-Bull,https://www.imsdb.com/scripts/Raging-Bull.html,Raging Bull
901,Raising-Arizona,https://www.imsdb.com/scripts/Raising-Arizona.html,Raising Arizona
902,Rambling-Rose,https://www.imsdb.com/scripts/Rambling-Rose.html,Rambling Rose
903,Rambo-First-Blood-II-The-Mission,https://www.imsdb.com/scripts/Rambo-First-Blood-II-The-Mission.html,Rambo: First Blood II: The Mission
904,"Reader,-The","https://www.imsdb.com/scripts/Reader,-The.html","Reader, The"
905,Real-Genius,https://www.imsdb.com/scripts/Real-Genius.html,Real Genius
906,Rear-Window,https://www.imsdb.com/scripts/Rear-Window.html,Rear Window
907,Rebel-Without-A-Cause,https://www.imsdb.com/scripts/Rebel-Without-A-Cause.html,Rebel Without A Cause
908,Red-Planet,https://www.imsdb.com/scripts/Red-Planet.html,Red Planet
909,Red-Riding-Hood,https://www.imsdb.com/scripts/Red-Riding-Hood.html,Red Riding Hood
